prov_name,prov_code,<1986>sname,<1986>name,<1986>_code,<1987>sname,<1987>name,<1987>_code,<1988>sname,<1988>name,<1988>_code,<1989>sname,<1989>name,<1989>_code,<1990>sname,<1990>name,<1990>_code,<1991>sname,<1991>name,<1991>_code,<1992>sname,<1992>name,<1992>_code,<1993>sname,<1993>name,<1993>_code,<1994>sname,<1994>name,<1994>_code,<1995>sname,<1995>name,<1995>_code,<1996>sname,<1996>name,<1996>_code,<1997>sname,<1997>name,<1997>_code,<1998>sname,<1998>name,<1998>_code,<1999>sname,<1999>name,<1999>_code,<2000>sname,<2000>name,<2000>_code,<2001>sname,<2001>name,<2001>_code,<2002>sname,<2002>name,<2002>_code,<2003>sname,<2003>name,<2003>_code,<2004>sname,<2004>name,<2004>_code,<2005>sname,<2005>name,<2005>_code,<2006>sname,<2006>name,<2006>_code,<2007>sname,<2007>name,<2007>_code,<2008>sname,<2008>name,<2008>_code,<2009>sname,<2009>name,<2009>_code,<2010>sname,<2010>name,<2010>_code,<2011>sname,<2011>name,<2011>_code,<2012>sname,<2012>name,<2012>_code,<2013>sname,<2013>name,<2013>_code,<2014>sname,<2014>name,<2014>_code,<2015>sname,<2015>name,<2015>_code,<2016>sname,<2016>name,<2016>_code,<2017>sname,<2017>name,<2017>_code,<2018>sname,<2018>name,<2018>_code,<2019>sname,<2019>name,<2019>_code
浙江省,330000,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700,金华,金华市,330700
浙江省,330000,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800,衢州,衢州市,330800
浙江省,330000,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水地区,332500,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100,丽水,丽水市,331100
浙江省,330000,台州,台州地区,332600,台州,台州地区,332600,台州,台州地区,332600,台州,台州地区,332600,台州,台州地区,332600,台州,台州地区,332600,台州,台州地区,332600,台州,台州地区,332600,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000,台州,台州市,331000
浙江省,330000,舟山,舟山地区,332700,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900,舟山,舟山市,330900
山东省,370000,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100,济南,济南市,370100
山东省,370000,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200,青岛,青岛市,370200
山东省,370000,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300,淄博,淄博市,370300
山东省,370000,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400,枣庄,枣庄市,370400
山东省,370000,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500,东营,东营市,370500
山东省,370000,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600,烟台,烟台市,370600
山东省,370000,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700,潍坊,潍坊市,370700
山东省,370000,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800,济宁,济宁市,370800
山东省,370000,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900,泰安,泰安市,370900
山东省,370000,威海,威海市,379006,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000,威海,威海市,371000
山东省,370000,惠民,惠民地区,372300,惠民,惠民地区,372300,惠民,惠民地区,372300,惠民,惠民地区,372300,惠民,惠民地区,372300,惠民,惠民地区,372300,惠民,滨州地区,372300,惠民,滨州地区,372300,惠民,滨州地区,372300,惠民,滨州地区,372300,惠民,滨州地区,372300,惠民,滨州地区,372300,惠民,滨州地区,372300,惠民,滨州地区,372300,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600,惠民,滨州市,371600
山东省,370000,滨州,惠民地区,372300,滨州,惠民地区,372300,滨州,惠民地区,372300,滨州,惠民地区,372300,滨州,惠民地区,372300,滨州,惠民地区,372300,滨州,滨州地区,372300,滨州,滨州地区,372300,滨州,滨州地区,372300,滨州,滨州地区,372300,滨州,滨州地区,372300,滨州,滨州地区,372300,滨州,滨州地区,372300,滨州,滨州地区,372300,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600,滨州,滨州市,371600
山东省,370000,德州,德州地区,372400,德州,德州地区,372400,德州,德州地区,372400,德州,德州地区,372400,德州,德州地区,372400,德州,德州地区,372400,德州,德州地区,372400,德州,德州地区,372400,德州,德州地区,372400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400,德州,德州市,371400
山东省,370000,聊城,聊城地区,372500,聊城,聊城地区,372500,聊城,聊城地区,372500,聊城,聊城地区,372500,聊城,聊城地区,372500,聊城,聊城地区,372500,聊城,聊城地区,372500,聊城,聊城地区,372500,聊城,聊城地区,372500,聊城,聊城地区,372500,聊城,聊城地区,372500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500,聊城,聊城市,371500
山东省,370000,临沂,临沂地区,372800,临沂,临沂地区,372800,临沂,临沂地区,372800,临沂,临沂地区,372800,临沂,临沂地区,372800,临沂,临沂地区,372800,临沂,临沂地区,372800,临沂,临沂地区,372800,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300,临沂,临沂市,371300
山东省,370000,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽地区,372900,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700,菏泽,菏泽市,371700
山东省,370000,日照,日照县,372825,日照,日照县,372825,日照,日照县,372825,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100,日照,日照市,371100
山东省,370000,莱芜,莱芜市,379004,莱芜,莱芜市,379004,莱芜,莱芜市,379004,莱芜,莱芜市,379004,莱芜,莱芜市,379004,莱芜,莱芜市,379004,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜市,371200,莱芜,莱芜区,370116,莱芜,莱芜区,370116
